tweet,Hate_Speech
@amb573 @dbenderpt @seungminkim Not being a leftist doesn't make me a Trumpster. Although in your little mind it does.,0
@washingtonpost Because here is a common criminal in the White House.,0
"@realDonaldTrump @CNN @NBCNews hope your insanity ruins you, but not before you're arrested and your fraud empire i… https://t.co/ut0w7y1fHF",0
@CNN @jaketapper I hope black lives matter support the victim and the police officer what a moral crossroads for them,0
"@NBCNews Isn't that room for ""highly classified"" info/discussions? Certainly is a different White House these days.",0
South Africa 'draws up list of almost 200 farms it will steal from white farmers' https://t.co/Uf2Ctgu9R6 via @MailOnline,0
@LauraLoomer @qanonwriter @CNN @TwitterSupport @jack Too much really ignorant white privilege going on in this photo.,0
@MSNBC Trump is a disgrace to America.,0
Sr. Account Executive - IT Infrastructure https://t.co/KU9pc0V8vX,1
"@SkySportsNews What a joke, shocking this, doesn’t deserve his knighthood ffs",0
"@FoxNews Pull every DAMN one but I'll be impress when Hillary is arrested, until then DC is all smoke",0
"68 Dead, 165 Injured In Afghanistan Suicide Bomb Attack https://t.co/BwohFdUEOL @ndtv",0
@JimWhite @SkySportsNews Happy Jim White day #DeadlineDay,0
"@RozzaKat13 @Rainier___ @JenniferJJacobs In the meantime , Jeff Sessions just arrived @ the White House..",0
@ABC @GMA DNA test all young white males deport to country of origin people have been killed terrible terrible,0
@MSNBC Donald Trump is SOO ILLEGITIMATE HE SHOULD NOT BE ALLOWED TO SET A FIRE!! #FakePresident,0
"@FoxNews @Nigel_Farage @CNN @FoxNews @realDonaldTrump 
Menendez needs to loose!
Bite the dust.
No amount of money s… https://t.co/qvAWVmHDB1",0
"RT @MBFergy: @CTVNews Shootings, failed NAFTA, Saudi threats... meh, vacations, tents and picnics are more important - must be hard being a…",0
RT @GrahamGBR: @OwenJones84 What on earth are you talking about? You're so ignorant it's dangerous.,0
@CNN @JohnBerman  With this guy as the Dem Nominee for Governor in Florida.   You can just call it now for DeSantis… https://t.co/XxexzxY35I,0
@medialens @thetimes Murdock maggots,0
"@TODAYshow @OMAROSA @NBCNews Regardless of everything else, Kelly is a horrible person. Horrible.",0
"@MSNBC He is speaking of a man who made war on the United States of America, and who was a traitor that should have been hanged!",0
"@realDonaldTrump The TRAITOR is a hypocrite, loves unfounded conspiracy stories. Is Pence cooperating? Rs in congre… https://t.co/htrFinZQJu",0
@NYDailyNews Jail the basterds...,0
@washingtonpost She is not making fun...these are not jokes...she is a RACIST!!!!!,0
"@MSNBC @MSN @CNN @cnnbrk @CNNSitRoom @abcnews @CBSNews @NBCNews @JoeNBC @NBCPolitics and any others, what's your re… https://t.co/0lWuA49DST",0
"@Peacepox @LisaMRKS @AP_Politics @AP You do realize that HRC will NEVER be our POTUS, right?",0
@jdawsey1 @JDiamond1 And he hires white Eastern European immigrants on visas to work at Mar-a-lago.,0
@CNNPolitics CNN no-one thought the monkey statement was racist except the Media we knew it was just a word then yo… https://t.co/QYFoFfDFtr,0
@MSNBC Surely this was the last speech that his white supremacist speech writer produced,0
@ABC Holy shit!,0
@nytimes Such a liar!!!,0
@MarcIles Don’t blame the ref Parky. Negative tactics at home is what cost us.,0
"@FoxNews AG Sessions you are alived.  Do your work or go home, RESIGN.",0
@Leeser58 @Al69127084 @realDonaldTrump @maggieNYT @nytimes @FoxNews It does.,0
@MargSchinas @PressSec telling lies and spreading hate?,0
Ex-Ohio State coach reportedly took pics of his junk in White House https://t.co/c0IBbzyuV4 via @nypost,0
@KDogg2point0 @Drewcifuer26 @JammieWF @jtinfo @peterbakernyt @stefsaul @nytimes These burns 🤣🤣🤣,0
@CNNPolitics Ignorant fool.!,0
@FakeNewsEarth @FoxNews Fuck off back under your bridge.,0
Tror Keränen blixtrar till idag. #moraik,0
@CNNAfrica What people?  Where are those people?,0
"RT @IvanZambrano: ""Te boté, yo te boté
pal carajo te mandé, yo te mandé
de nómina te saqué, yo te saqué""
Xiomara , Jefa de Recursos Humanos…",0
@AbrohamLincol10 @LoriRogal @nytimes @realDonaldTrump Unfortunately to liberals that hate America Facts don’t matter🙄,0
@32ndGP @NBCNews @Morning_Joe 😂😂😂😂You will one miserable SOB for the next 6 yrs.,0
@DPJHodges Corbyn = Lying racist 🍕💩,0
"@CBCNews @markgollom We're alergic to arrogant, hypocritic political leaders.",0
@CNNPolitics What a racist.,0
@PurplehazeCm @FoxNews @Judgenap Bill Clinton comes to mind,0
@tripgabriel @mattyglesias Idiotic vanity candidate is perhaps a more specific term.,0
@Newsweek He needs a diaper change. Dirty ol bedshitters.,0
"@FadiAlmazyad @mehdirhasan 😂😂😂😂
I dont think your problem is missle your problem just kids 
Pls  kill  them",1
@evoshua @Newsweek .....and where’s the silver bullet ?,0
@foxnews @realDonaldTrump fuck your fake patriotism https://t.co/L2CtOJoVz0,0
@ForMedicare4all @GeoffMiami @MSNBC @FoxNews @CNN @bourgeoisalien @alley_alley1 A parody of a parody.,0
@Lord_Sugar @UKHouseofLords @LordAshcroft @UKIP @matteosalvinimi   @geertwilderspvv @Nigel_Farage @GerardBattenMEP… https://t.co/onvR5TWApB,0
"@FoxNews this is #ImportantNews.
White Supremisits infiltrating our Govt. 
#ReportOnIt
#RealNews
#DHSCompromised https://t.co/HXT52ICtMA",0
https://t.co/CXUSy9wTXa,0
"White nationalists are more likely to be uneducated, poor and divorced https://t.co/soliRTd92K via @newsweek",0
@karentravers @yashar @jonkarl Because he has another agenda at the moment the media are children,0
@chucktodd @PeteWilliamsNBC A death penalty case i think.,0
"@FoxNews @dbongino @foxandfriends What do they mean ""Get ugly""? It IS already ugly.",0
@Neichadre @Shamshia1 @PatrickStrud @hudzyboo @vicderbyshire @BorisJohnson And who decides what Faith says or not?,0
@serious_advice @realDonaldTrump @FoxNews Government Of Putin,0
@realDonaldTrump @FoxNews @LouDobbs WTH? Hit us with another distraction to take your mind off that trial of your campaign manager,0
"@LuikartPam @FotoMan5000 @Newsweek Well, In all honesty he is a.convicted felon and not a pillar of the community.  Just sayin",0
"@FoxNews @AlanDersh No, everyone doesn’t do it. We have laws for a reason, asshole.",0
@standardnews Go back to sleep then,0
@MileHiDJ @jeremyjojola @KyleClark Why are so many people confused on what news is?,0
@NBCNewsPR @MeetThePress @chucktodd For Trump’s Fake News Award?,0
@NBCNews @Morning_Joe Americans watch. This is a war hero not your average COWARD TRUMP who five times used fake me… https://t.co/Fi0XJfKezM,0
@loosewomen @NolanColeen mortified at how low this trashy show has gone bullying Kim Woodburn live on television.… https://t.co/30UDCAjfZy,0
@bartmckinley @JBG43 @MailOnline What do we expect from the left mentality? They champion this type of stuff and will only go further.,0
@washingtonpost Take the  man out . He has mental diharrea. Take him out. He is as sick as he can be.,1
Trump's White House is making Orwell's worst nightmares look tame @CNN https://t.co/evJVZwV0Qr,0
@CNN Lindsey Graham sold his soul to Trump.  What a shameful disgrace.  John was your friend!,0
@huggydumps14 @DuncanCastles @ManUtd Quick wipe then out,0
@FoxNews @AndrewGillum @RonDeSantisFL STOP 🛑 instead of yelling  race because you are black try to convince us why… https://t.co/5DqDkeeHu7,0
@AP @Bipolar_B I bet he white smh,0
@MartDriscoll @FoxNews Americans died defending our Constitution which includes the freedom to express yourself kneeling or not.,0
@CNN Oh dear only another 11 million illegal aliens to go,0
@swtseptember928 @greenie1952 @MeetThePress @AndrewGillum @CNN @brianstelter @brianseltzer Oh do you mean the left… https://t.co/wM3AKIO17R,0
@TwitterMoments @nytimes But she’s not a middle aged fat white man 😮🤭 #metoo 😂,0
@JRubinBlogger @soledadobrien I kill myself like all the time 🤨,0
@davida719 @FoxNews Hate crime...,0
@DefundN @RufinoJimenez6 @MinjaresBrian @FoxNews You confuse a social program for socialism. You have no idea what you're talking about.,0
@eric_hobeck Where would you rank them among all-time UVA teams?,0
"@NBCNews Why is this Dem party's fault. If Hispanics sit out election or vote Republican, then they are cutting the… https://t.co/VicAO5hgWf",0
Estudiantes del Colegio Técnico Vocacional y el Colegio Técnico Nacional se manifiestan contra la ley de Pensiones… https://t.co/JDN0fEAZPU,0
@Newsweek She needs her head check,0
@EricLiptonNYT They’re white Europeans.  That’s completely different.  #TrumpRacism,0
"@SkyNews @PhilipHammondUK @EdConwaySky @houseoffraser quick off the mark, isn't he?",0
@FoxNews RW protesters in this context = white nationalists.,0
RT @udhaya_ganesh: நீ விதைத்த வினை எல்லாம் உன்னை அறுக்க காத்திருக்கும் https://t.co/7sL2DgLy9B,0
@ProPublica @AshaRangappa_ One of America's biggest problems is blind worship of the military and religion gets us to where we are now,0
@brianstelter White Nationalism,0
@Vlad_Korchnoi @CBSNews Drink lead water prick.,1
@AFP I'm chucking these shoes in the trash right now.,0
Me ha gustado un vídeo de @YouTube (https://t.co/dK2s4hAfIO - EN EL AEROPUERTO | CONVERSACIÓN SENCILLA EN RUSO | RUSO BÁSICO CON,0
@Reuters Whoever supports confederate statues is a racist.,0
@SimphiweMakham @gumede783 @eNCA @realDonaldTrump @FoxNews @RianteP Mate @gumede783 is white male named Johan Van Tonder who lives in Joburg,0
@KaraSamanthaJe1 @K69atie @onearsenewenger @RachelSJohnson What hate?,0
@USATODAY Since it didn't work I don't ever want to hear about white privilege again.,0
@NYDailyNews Death penalty for all 3,0
@Republicanuck @CBCNews She should be rotting in jail too. She is just as sick and twisted as he is. Only they stru… https://t.co/r9zxUqMsLV,0
@APBusiness @AP @anicknack You don't buy a Porsche for its power.,0
@PhilipHammondUK @Tess1959 Utter waste,0
@joe_fay1 @RealCandaceO @sarahjeong @nytimes So you don’t believe that racist have their right to express their views?,0
@KVUEJayWallis @RyanWoodDFW @JasonABowman @AWMcKibbin I’ve never even considered keeping my laundry in one lump sum… https://t.co/niIq21uvBd,0
@FoxNews This just makes me sick to my stomach! Those baby girls are precious. Did they say his wife was pregnant?… https://t.co/EA12R9yFok,1
@DailyMirror Just hang him...Thanks,1
"@GuidoFawkes I think you meant to say ""Brandon Launches Final Attempt to Destroy Already Wavering Support for Tories""",0
This is what pisses me off!! Call them on their lies if you insist on giving them air time😡😡 https://t.co/80pKiwLNJS,0
"@RightyMcRight82 @CNNPolitics Yeah, it’s totally a conspiracy that trump and his band of buffoons are corrupt AF criminals! Weird right?",0
@Brucealan00 @business Drop dead hater,1
@moon192831 من ذوقك السعادة لقلبك🌹,0
@GOT7Official #갓세븐 #GOT7 #PresentYOU 4,0
@Vikram_k1 @dominicboyle @pdc690 @SarahLeeNotCake @JohnSmi17948409 @hairyconflake @afneil Not while Corbyn is leade… https://t.co/v7FlLQZ7QF,0
@oasisdg2 تمم,0
@MaestrOberlin @MaryKeithBare1 @MSNBC @BetsyDeVosED Which is one of her goals. Destroy education in this country.,0
@SarahJReports @MrJonCryer Wow! They did that maybe 12 or 1r years ago in Baja too. Disarmed the police and gave th… https://t.co/pIquZVKues,0
@guardian Another Islamic Christian civil war coming,0
RT @Ashmole83: @WarPlanPurple @CountDankulaTV @jordanbpeterson @helenlewis Burmese man good countdankula bad .exe,0
@Hadas_Gold Hate isn’t free speech. Sounds like someone is a Trump supporter.,0
"@tgsibiya @mariann97032865 @GodwinMichael18 @MailOnline @africaupdates Question, do white farmers have to keep on p… https://t.co/qCF1Sfoy9b",0
"""Breast cancer is less common in black women, yet they're about 40 percent more likely to die from it than white wo… https://t.co/H0C6dLgObQ",0
@The_Trump_Train @realDonaldTrump @FoxNews You should not profit from the Presidency. Your very presence offends th… https://t.co/gQqI1y4yLR,0
Manafort trial may elucidate alleged attempt to sell US Army job https://t.co/1H315IvFQK via @msnbc,0
"@FeargalHogan @brianmoore666 @fergs01 Triple cooked chips - cooked on the first go, cooled down and reheated on the… https://t.co/55MOKQJYjD",0
"RT @_ifeelalive2: 180807 #골든차일드 (#Golden_Child) 

퇴근길 interview https://t.co/mboXOL7jhL",0
2 construction workers die in scaffolding collapse near Disney World https://t.co/7JAfqv2KOM via @USATODAY,0
@TXBluesR2 @FoxNews @JoeBiden @realDonaldTrump @JudgeJeanine @greggutfeld @seanhannity @TuckerCarlson… https://t.co/BTXI2Gk556,0
@MaahesMennie @NYDailyNews When you say “they “ who re u referring to?,0
@FraserNelson He should go round all to our JIT manufacturers are tell those workers they have nothing to fear from no deal.,0
@DonaldJTrumpJr @CNN @CNN how absurd for you to say CNN doesn't lie.  It is the only one fairly decent thing you pe… https://t.co/ocpTYJHZ8u,0
@BigSeanWhite It’s called skin to skin contact Sean. Not Cheeseburgers all over your chest like you’re used to pal!  LOL,0
@overjoyed_joy @VckyM @AriMelber @MSNBC @CNN Yeah well I’m monumentally available,0
RT @davee_evans: @ChrisGPackham Hang your head in shame @michaelgove,0
@DAaronovitch @NickPRochford There will be an inquest. Better not take 10 years though.,0
@JuliaHB1 Well you’re clearly a racist far right thug then Julia.,0
@cnnbrk Ahh...Shoot....😳 here we go.,0
@PiperLori14 @BarbraStreisand @chucktodd @MTPDaily It is those writing distorted history textbooks who are denying history.,0
@Jehmu @marthamaccallum @TheStoryFNC Jehmu is still under the illusion that the Democrat hierarchy cares whether bl… https://t.co/dfr0uAsn0P,0
@ABC Poor misinformed Peter Frampton.....Go back to your country if you don't like it here.,0
@TheEconomist It’s a good thing that I’ll be dead by then.,0
@HuffPost Punch him out. He’s is in real trouble. He took money from Eastern Europe for his campaign. That is not good.,0
@MohsinP @kiranahmedd @debbyrich100 @lovedayla @itvnews Kiran schooled you Mohsin so listen and learn child.,0
@timesofindia Who wants to kill this looser. Perhaps this fellow not paid his bills and some frustrated guy tried to attack him,1
White Texas police officer found guilty of murder for fatally shooting black teen in car https://t.co/GjZH7I1Eu6 via @nbcnews,0
@2byIV @indivisibletxjc @MSNBC @brycetache @EdKrassen @PolitiSearch @RedTRaccoon @TeaPainUSA @bill_auclair @LewisJJr @CNN Well said.,0
@TarekFatah @TheAtlantic Bet they think before they kill any one in China,0
@AaronBastani @SocialistVoice @jeremycorbyn @SkyNewsBreak is one of the culprits,0
"RT @rmapalacios: Aquí la información oficial detallada de los 26 extranjeros que votaran en octubre.
¿Cúantos venezolanos? UNO.
Espero habe…",0
@CNNPolitics Hate and Spend Hate and Spend,0
@NBCNews Canada is US largest trading partner. Trump is clueless.,0
@BBCGaryR Grow up!,0
@cnnbrk oh fuck that,0
@latimes Castration anyone?,0
@ajs071 @theage @rickygervais I just want to shoot him with a bow and arrow and pose in front of his dead body smiling,1
"Have you ever lied in your answers in CuriousCat? — to no Brasil, aqui se fala em português https://t.co/QKrWNL3GWF",0
@CNN @CillizzaCNN Go figure- he remembers only what will benefit him #,0
RT @Unathi_Kwaza: @SamSoleZA @sapolnews @Enghumbhini They won't. Criticizing government can be detrimental to future business opportunities.,0
@maggieNYT @deanbaquet @danbarrynyt. You @nytimes barking Chihuahuas are pitiful examples of journalism. You are ma… https://t.co/xZgaGAJLW3,0
@Independent I see Chiloba junior behind her @ezraCHILOBA,0
@MSNBC @MSNBC Cigarettes Kill People,0
@ABC @RepDeSantis this man didn't mention BLACK.... nor did he insinuate calling his opponent a monkey! You lied.… https://t.co/cJgNIr7gIt,0
@realDonaldTrump @FoxNews Quoting another bullshit poll!  Don’t you have anything better to do?,0
RT @AlrasAPunt: ▶️📻 Ja podeu tornar a escoltar el programa especial que hem dedicat a la festivitat del #9dOctubre. A més de les col·labora…,0
"@smh Psychotropics kill thousands of Australians every year but hey, no quackery in white guys' medicine!",0
@MSNBC The “best” people?,0
"@andrea_mclean @loosewomen I think off has 2 ""f""s lol",0
"@thetimes As anti-whites do you agree that white countries should be permitted to say ""no"" to mass immigration and… https://t.co/1mxLK74nol",0
"@MSNBC Horrible horrible people, all of them.",0
"@brianstelter @benshapiro “Fire and Fury”- fool me once, shame on you.   “Unhinged” - fool me twice shame on me.",0
@DrBAChapman @CBSNews Why do they hate us?,0
@washingtonpost this is why Americans hate the biased mainstream media #fakenews,0
@FolukeO @EPluribusMarcus @NFL @realDonaldTrump @AriMelber @chrislhayes @jaketapper @NicolleDWallace @Lawrence exac… https://t.co/rj1iMBZriW,0
"@kentbike1 @washingtonpost Trump spreads hate, lies and racist ideas.",0
"@Burns23 @Eugene_Scott I often hear the biggest compliments come from people who don’t go to any church, let alone… https://t.co/DD7YaePkU7",0
"@fileepflop @SkyNews @jeremycorbyn Retards?
Oh dear.",0
RT @jmangues: Varias ONG's han pedido a España que no venda más armas a Arabia Saudí ya que se podrían usar contra el Yemen. ¿Que ha hecho…,0
"@CBSNews Hunting should be only for survival. If you kill for sport, you deserve no respect.",0
@FoxNews @ChicagosMayor isn't that what all those people who shot those people were doing,0
@ZellnerLaw @lifeafterten @michellemalkin @EFMoriarty Yes!!!!!! Take them all down!!!!!!,0
@capitawmerica 49 - felizmente não sou formadíssima em proerd,0
"@brianmoore666 And here's another so-called legal ""expert"" who thinks he knows better than the average social media punter .....",0
RT @buzzerama: @radleybalko What was your reaction to Obama’s 2 million dollars of illegal campaign donations in 2008?,0
@poppasmirf22 @cnnbrk We vote democrat because republicans are the racist party. All them white nationalists support republicans.,0
@waydean @jimsx50 @HeidiPrzybyla @Morning_Joe @MSNBC @nbc @Mediaite @foxandfriends Hate and lies get ratings...And… https://t.co/QKaRzD7omN,0
@AFP @YahooSG that is fake bs news,0
@FoxNews @FoxNews he original hate propaganda station now becries politics are too hateful,0
Illegals bring all kinds of good to America! @MSNBC @DNC #BuildTheWall https://t.co/mSopvDjGSB,0
@kuwaitnanews ماشاء الله صوت جميل,0
"RT @heekma: الله أكبر الله أكبر الله أكبر 
لا إله إلا الله 
الله أكبر الله أكبر الله أكبر 
ولله الحمد",0
"@KayBurley @UKIP Never voted UKIP and think your comments were despicable.
Clearly your ""work"" is not quite ""done.""",0
@PhilipRucker And then he threw a chair at them.,0
@Doogid @DnellStephen @Tracie1970hello @IAmFrogPrincess @SkyNews @skysarahjane Grow up.,0
¿Para cuándo el  #motosrespetandosucarrilchallenge ?,0
RT @ChannelNewsAsia: White House dismisses former Trump aide who branded him 'racist' https://t.co/bVE3GdzO2m https://t.co/5WJDDA69fP,0
@AP Bullshit.,0
@kevinohigginssj @IrishTimes REPEAL and KILL,0
"@NPR Come on, NPR. A NEO-NAZI WHITE NATIONALIST rammed his car into Heather Heyer.",0
@AP Shucks.   Mountain lion should have eaten the hunter.,0
I feel so bomb rn tbh 😛,0
@KenDilanianNBC @Rod_Rosenstein @NBCNews It is outrageous that a POTUS would speak such unadulterated lies to produ… https://t.co/hGSnkOyu9q,0
@nytimes Any intelligence should be a White House priority. Stat.,0
@ndtv Kill directly public space,0
"@tamsin77 @nzherald Sucker, you'll pay 50% more than at Porirua pack and save",0
"@washingtonpost Very black mirrorish of you, @facebook. Another great reason to #deletefacebook",0
@OwenJones84 Are you Little Red Riding Hood?,0
"@zinoman I can picture it...

""Tell your sister this is how I'd fix Merrily.

""Tell your sister this is how I'd fix… https://t.co/8xB6Z9YpG1",0
***NADA QUE AÑADIR *** https://t.co/x0gDneGp3X,0
@rpbYRvAZdRp96a2 ทักคับ,0
RT @FallOutStarBoy: Las tías bisexuales con novio siguen siendo bisexuales y válidas no van por moda ni para hacerse guays. Estamos en 2018…,0
@pmworldismad @BarryNL @MSmithsonPB @LitChick79 @jeremycorbyn I don't think @jeremycorbyn is the only one allowed to decide re #Brexit.,0
JUGOSA Y DELICIOSA VERGA DE MACHO. https://t.co/4u27OGbrhv,0
@DKyriakopoulou @FT @JKynge the usual measured and nuanced comments by @JKynge,0
"@gwala_mr @fluffjet4 @ewnreporter Did u see anything about being ohkay to kill them ?
Don't be stupid",0
@marshawoo @kylegriffin1 @reality1007 @MSNBC Agreed.,0
"@timesofindia At least one person got Rs15lakhs from black money 😀...
And another reason to go for digital payment...",0
@MSNBC Build the darn wall!,0
@allxout No frfr,0
@KTVU @AP Another delusional swamp thing,0
@DPJHodges So it's now racist to say people look ridiculous but not racist to rape white girls because they are white. Got it,1
"@KeohaneDan She doesn't mean ""save Europe"" in the ""save White Europe from the Muslim and Brown invaders"" sense?",0
@ReevesJek @Tactical_Things @K69atie @MailOnline Spot on,0
@brianstelter White anxiety? I call white paranoia,0
@TyWest @TheAtlantic @GrahamDavidA Are Dems amassing outside the White House tomorrow in support of white nationalism?,0
@JuliaHB1 @DamianHinds @talkRADIO Glad to hear you didn’t lose your triple A status like this country did after voting to leave the EU....,0
"@TimOBrien @fdwilkinson Stay in your place, negroes.",1
@juliehdavis @GlennThrush May they each and individually burn in Hell for laughing at a sexual assault victim like that.,0
"RT @alexagomez2000: Ari es una venezolana que emigró a Argentina y toca en el metro nuestro maravilloso cuatro.En una estación,mientras toc…",0
@TheBeatWithAri Shame on you and @MSNBC for giving airtime to the face of white nationalism.,0
@phydouse @MrNiceG68370000 @GungleG @jaketapper This is stupid.,0
South Africa withdraws white farmland redistribution bill https://t.co/UkZPmLalMy via @MailOnline,0
@CNNPolitics @maddow @MSNBC @ABCPolitics @CBSNews You’re not interested in reporting ‘real news’. You’re all a POS!… https://t.co/zbpBp2iPpZ,0
@AC360 @CNN @andersoncooper More race baiting...shocker.,0
"@rebeccaballhaus @maddow Another pathetic, stupid, JUVENILE and desperate choice of lawyers. https://t.co/3VEBDQ4wRN",0
@TheRealMikeFair @Huwhite_Knight @NBCNews Life is white privilege? You are special.,0
@washingtonpost Still pretty sure NDA’s for White House staff are illegal due to Public Records laws. WaPo want to make a ruling on that?,0
"@Iwontcalmdown @JuliaHB1 Thank you, but you can keep the sweets as they rot your teeth.",0
@melindatamplin @DianeJaneBanks2 @ruthwignall Morning Mel !! Morning ladies !! Xxx,0
@CNN @CillizzaCNN CNN needs to shut down. Why are you against American?,0
@CNN @RepDeSantis @MSNBC @AndrewGillum @POTUS @POTUS44 @nytimes @foxandfriends @VP @PressSec @HouseGOP @SenateGOP… https://t.co/epgtBO66hQ,0
@NBCNews I cannot believe our government is THIS stupid. *Looks at picture of Trump/Pence* Never mind... https://t.co/kzdru8L2yn,0
@nypost Did they shoot him?! 👀,0
"@sanepolitico @gazzahead @IrishTimes Another day, another conspiracy https://t.co/A9S9CS2dCq",0
"@MSNBC @kasie Hate, bias, lies, twisting of truth and propaganda. MSNBC is #FakeNews and an enemy of the People.",0
@washingtonpost @Eugene_Scott WTF?  Trump is delusional!  How many people died?  How long before they had electricity and clean water?,0
@consrvatvebammr @Love_The_Donald @MSNBC @FoxNews Cant be racist against a white person!!,0
according to @ndtv 25 lac government job are left what about your plan to feel @SachinPilot,0
@NolteNC @chucktodd All Communist Democrat Socialists are bad humans. WALK AWAY FROM THE HATE AND VIOLENCE  !,0
"@nytimes @NYTimes is racist though, so any criticism of @realDonaldTrump is flavoured by the racism of its editorial board",0
早速ピンチやんけ。,1
@elonmusk @CNN the majority of Americans think you are a genius. Who cares what Bannon thinks?,0
RT @Janaeee17: Omggg yesss Like byeee https://t.co/ptAWgGe4EK,0
@nanners1963 @leeleeb50 @WPJohnWagner @jdawsey1 @realDonaldTrump Yes he already is.  Who is in charge of VA?  Our v… https://t.co/W8xY0EcRqW,0
@CBSNews isn't cheaper to bring your own lunch,0
"@SkyNews White cops attacked by black males.
Shouldn't that be your headline?? 
It would be if it were white cops beating black males",0
"RT @czardaswun: @evanoconnell @NBCNews This is soooo transparent. It's about voting demographics, nothing more nothing less",0
@STVNews Hang the beast,1
https://t.co/eZ69pOITo8,0
"RT @Crimson3Pointer: @SInow He insulted Don Lemon, too.",0
"@GregJRutherford @chrishoy @clarebalding @BBCCiN @BBCSport Whilst @clarebalding awkwardly asks again, “did you just say ‘I love you’?”",0
@realAliTweets @FedUpJones @CNN @MSNBC @maddow I beg to differ. They DO represent America. The ugly underbelly of America.,0
"@HiCaliberLilGal @KyleClark @SenLauraWoods Rubber bullet time, tear-gas &amp; no puppies for these violent invaders. Ab… https://t.co/oODQx7tq05",0
@jennifrancoise @NBCNews She prefers to be lying on her back.,0
"Top US student loan official resigns, blasts White House agenda https://t.co/E7Jct9hEx7 via @msnbc",0
@ShimonPro @CNNPolitics Who said he has to wear white? @GOLDTOE,0
"RT @CRPaatil: The agriculture mission: How the Modi government is shaping the future of farming and farmers

https://t.co/BsAHIEr5mS",0
"@NBCNews Those people are infowars haters, they shoot one another",0
"@nytimes This is PENN  STATE  all over again 

DONT BELIEVE THIS ALL HEAR SAY",0
"@nytimes I am so sad for his death,he his truly a hero 
May his soul rest in perfect peace",0
@brianstelter @RealSaavedra @CalNBC Can you do us all a favor and go back to bed @brianstelter ...,0
RT @BostonGlobe: Quick Bites: Where Salt Bae meets ceviche https://t.co/FfDrbtiEe2,0
Ya no le comento a nadie más en fotos por que a mí no me dicen nada #SelfieForPicky https://t.co/eD8YvDxNiI,0
@Wilde_john2 @MarcelLeJeune @Reuters I think you dont like the words fake news because you're a liberal that loves propaganda,0
@SamSoleZA @MathandaNcube About fucking time,0
@FoxNews @UN @nikkihaley That's my AMBASSADOR NIKKI HALEY! Once again... WE DON'T NEGOTIATE WITH TERRORIST WE KILL THEM!,0
@Marc42969914 @FoxNews You're obsessed with people's obsession about your president,0
@RadioFreeTom @jaketapper Don't you hate it when he's right?!  😂,0
"@AdamDJTbrand @theboltreport @SkyNewsAust @LiberalAus Can you prove that, or is it just another Green Dream.",0
"@washingtonpost Gee. Why do so many Americans hate you, WaPo?",0
@DavidNakamura @GregJaffe @wpjenna Arrogant swamp Dems and never Trumpers hate the Outsider who is succeeding on ma… https://t.co/gYD1msVzkS,0
@CBSNews Makes me hate tRump even more!,0
@realDonaldTrump @SecPompeo @TuckerCarlson @FoxNews Fascinating to have a white supremacist in the White House. Obvious much?,0
@realDonaldTrump @FoxNews Yes it is a crime that you constantly receive financial gain from us btw #MuellerIsComingForYou,0
@TheHofstatter @AP_Politics @AP Go and wash your white hood. Do watermelons and fried chicken make you think of black people too?,1
@cathexing @NPR &lt;3 &lt;3 &lt;3 Thank you for your love and support &lt;3 &lt;3 &lt;3,0
@TIME Bad omen. Now the bat will get sick and die.,0
"Bangs head against wall...
What exactly were you expecting @MailOnline. Moronic. https://t.co/elYb4Z37dC",0
@JuliaHB1 We need to consider Death. Death. Death. Death.,0
@DomenicoNPR @NBCFirstRead @mmurraypolitics @chucktodd @CarrieNBCNews With a name like that....,0
@chucktodd @sacca Hey Upchuck what u gonna do when they come for your freedom of speech? America is awake!🇺🇸,0
@_DavePowell Bloody hell mate that was quick with the pot noodles?,0
@Marksoldbat @FoxNews @KellyannePolls there are more Republicans among the group that signed onto that letter then there are Dems.,0
"@LetthatSinkIn4 @Wirral_In_It @UKLabour @theresa_may @DailyMailUK Nope

You don't even understand Strawman.

You ar… https://t.co/VFa6I7Z70Z",0
"Soooooo is this proof @CNN is racist?

Lololvtoo ridicules https://t.co/smY4w3vP9Y",0
"@jed_b @jaketapper The stupidity began when they hired tRump as President. The GOP, Russians, or whoever.",0
RT @whalley12: @TheSun Shame on BB allowing Roxanne get away with this.,0
"Breaking: Don McGahn, White House Lawyer Who Helped Reshape Federal Judiciary, To Step Down  
- @NPR https://t.co/e7pOR6QsWf",0
Publisher of white nationalist platform attends Trump adviser Kudlow's birthday party https://t.co/marQ2W4T4l via @usatoday,0
"RT @LaineyOldaker: @skysarahjane @SkyNews @jonathansamuels ""OMG, who says we're ugly???""😲 https://t.co/J8vd9MNXoK",0
Crashes and Burns: Australian Slabs https://t.co/3XQSuDDPe0,0
@bigtim134 @theJeremyVine @M6NSTER Or just castration!,0
"@realDonaldTrump @FoxNews Aw, you must be having a bad day already.  #ResignNow #FatNixon",0
"@CNN Yep, you did such a good job throwing paper towels at those poor people so they can scoop all that coming wate… https://t.co/1sK44ZSdE9",0
RT @CCabelloNews: Camila and @taylorswift13 on stage at #repTourAtlanta (via dont_blame_tay on Instagram) https://t.co/WVep4XTULM,0
@kriskrossworld1 @Newsweek Let's not generalize. Not all white people are evil.,0
@nytimes GTFOH!! Is this fa real?! Consider your company pure 💯 Garbage! https://t.co/RASOd99Z4T,0
