Mike,,id,created_at,text
,145208,1.23529E+18,Wed Mar 04 19:27:24 +0000 2020,"#YM @LilTunechi As #BlackHistoryMonth comes to a close, it's important that we continue to recognize the challenges communities of color face in America.  That means speaking truth that voter suppression is real. White supremacy is real. Racial bias in our health care system is real."
,190248,1.23554E+18,Thu Mar 05 12:24:20 +0000 2020,NANCY BALLOT HARVESTED SUPER TUESDAY.................WHAT DO YOU THINK??? Are California voters stupid OR do we have a massive voter fraud and election integrity issue in this state? I’ll discuss my findings on @foxandfriends in 10 mins. https://t.co/wRjlKeKI0A
,112349,1.23521E+18,Wed Mar 04 14:17:43 +0000 2020,"If I was a voter in one of the Texas voter suppression areas hit by closed polling sites or understaffed, undersupplied ones with hours long waits, I'd be looking for ACLU and/or pro bono help to investigate the potential for a lawsuit.   This undemocratic shit needs to end!"
,150187,1.2353E+18,Wed Mar 04 20:15:14 +0000 2020,"@JAllen_NY @DoryDoesTweets @neeratanden It wasn’t rigged anymore than every other election is via voter suppression and long lines. So, in a sense, yes."
,109049,1.2352E+18,Wed Mar 04 13:47:43 +0000 2020,@alley167 @cq2101 @donnabrazile @FoxNews @GOPChairwoman @POTUS Trump never did anything about voter fraud. Biggest mistake ever!
,167455,1.23535E+18,Wed Mar 04 23:54:12 +0000 2020,"OMG. Some stupid lady on the news just said, waiting in line to vote is voter suppression.....are you for real?  Aye God"
,74202,1.23508E+18,Wed Mar 04 05:47:02 +0000 2020,@JuliansRum @WillieWholeSlew Death Penalty for voter fraud!!! 👈 This ends all the bull shit!
,128568,1.23525E+18,Wed Mar 04 16:47:10 +0000 2020,Michael Bloomberg drop out and endorse Joe Biden. That means Democrats and fake White Caucasian news mainstream media is going to rigged election again against Bernie Sanders since 2016 with Hillary Clinton.  ~Baron Tremayne Caple/Fox Man/Fox Black/Baron Fox/Baron Tremayne Fox 🦊
,34167,1.23445E+18,Mon Mar 02 12:02:02 +0000 2020,@SKYRIDER4538 @EngagedPatriot @GaetaSusan @robreiner My money’s on @HillaryClinton . These career politician @DNC criminals are indeed a cabal who could care less about election integrity.
,188304,1.23552E+18,Thu Mar 05 10:47:17 +0000 2020,"@TomiLahren Gee, in the interest of the phony ""fair &amp; balanced "" news be of Faux News how about interviewing the many voters who experienced attempts at voter suppression? You are so incredibly biased. No real reporting just party line regurgitation. Educate yourself. https://t.co/1iAEmJ0DH7"
,34192,1.23445E+18,Mon Mar 02 12:05:00 +0000 2020,@ehillgarrett @PalmerReport She’s doing more against voter suppression that anyone else in the history of our country. Give me a good reason for a no on Abrams.
,133493,1.23526E+18,Wed Mar 04 17:45:04 +0000 2020,"—At ieast until we win another rigged election; House, Senate and White House."
,129753,1.23525E+18,Wed Mar 04 16:59:29 +0000 2020,"@DanRather Speaking of texas, would that have gone differently if without the voter suppression?"
,13452,1.23422E+18,Sun Mar 01 20:38:54 +0000 2020,"Democrats don't care about anyone. They only care about obtaining power. And with a Socialist like Bernie Sanders likely to be leading the party, only goes to show they're ok with the death of thousands if not more. “Could the coronavirus hit California's homeless? Health officials are worried.” / Now imagine if the Democrats in California had worried about their homeless citizens BEFORE this impending catastrophe. They were too busy courting illegal votes, of course. https://t.co/LNMVSXBLbl"
,166771,1.23535E+18,Wed Mar 04 23:43:14 +0000 2020,@danb7983 @Becca4Bernie Trump supporters making light of systematic racism and voter suppression... Typical.
,80383,1.23509E+18,Wed Mar 04 06:28:16 +0000 2020,"Meanwhile in the U.S. @rplevy I don’t care who it’s good for, voter suppression is always bad"
,162480,1.23533E+18,Wed Mar 04 22:38:52 +0000 2020,"@BuddyWoodchips @gorcowbot @HermeusXerxes @OliviaJRowe @gaywonk @MaraWilson Seemingly many Bernie supporters r rigid in their black/white, condescending, certainty that your guy is the one and only or else, ... thinking.  You do you. But don't blame a B loss on ""establishment democrats"", ""neoliberal shills"", ""rigged election"", or other ignorant reasons."
,119832,1.23522E+18,Wed Mar 04 15:20:59 +0000 2020,"@MoralReactions @TVietor08 @BernieSanders I’m not claiming there wasn’t voter suppression in Texas but it’s mainly directed at black &amp; brown people. There were also huge lines in California, where Bernie won"
,202469,1.23565E+18,Thu Mar 05 19:15:20 +0000 2020,"@blue_irl @pom_eater @AmateurMmo @Danielle682013 @c23662 @blondjewels @angie_keathly @HawkkIts @BoneThumper @twitaintshit @Coffeeb32465973 Oh ,you're talking about standard Republican voter suppression. Only way you have a chance."
,22657,1.23426E+18,Sun Mar 01 23:31:11 +0000 2020,#oceverything #News #world_news #Top_News Study casting doubt on Bolivian election fraud triggers controversy  A study by Massachusetts Institute of Technology experts that called into question the alleged election fraud that drove Bolivian President Evo… https://t.co/63gjrdPCUX
,165479,1.23535E+18,Wed Mar 04 23:23:29 +0000 2020,"@wiczipedia Thanks for your analysis Nina. There are many ways to rig an election. Whether it's spreading misinformation, excluding candidates who disagree, not playing fairly with funds designated for the entire party, supplying misinformation to news outlets. It's not just ballot stuffing."
,8309,1.23415E+18,Sun Mar 01 16:25:00 +0000 2020,"@KathTX No, it does not. Revolution is fine in theory, but there are far too many structural barriers to the people making his agenda happen. SCOTUS, the electoral college, voter suppression. Apathy."
,216424,1.23583E+18,Fri Mar 06 07:29:32 +0000 2020,"Americans haven't been educated about civic's. (gov) in Pub.Ed.for the last 45 yrs. My parents born in 1918&amp;1921 with only HS educations knew how the gov. worked. They got more civic's ed. than I did in HS in the 1960s. In HS today there's almost 0. It's really voter suppression Rachel never asked once about the huge Latino vote, but asked about the lack of the Black vote. Neither is a monolith but the race is still young. The youth turned out but Many were locked out at the polls. That has gotta change quickly."
,127046,1.23524E+18,Wed Mar 04 16:32:00 +0000 2020,"Not any more, dear. When racist voter suppression (522 polls closed without warning, all in poor, minority neighborhoods) is a Democratic Party tactic two cycles running, I can’t be a Democrat any more than I can be a Trump Republican. The Clintonian “ape-the-GOP”schtick=trash. #RiggedDNC is exactly the reason why @BernieSanders and some of his supporters are no better than trump.  Support your preferred candidate, but if/when they come up short, don’t mimic trump claims of rigged elections.  Reminder - you’re democrats, not republicans."
,127636,1.23524E+18,Wed Mar 04 16:37:42 +0000 2020,@realDonaldTrump We need Bloomberg &amp; Steyer to:  Help stop voter suppression  Get voters to their voting place when suppression is happening  Blast the airwaves with anti tRump ads  Go on news shows &amp; show the voter suppression in real time  #VOTEBLUENOMATTERWHO up &amp; down the ballot
,179203,1.2354E+18,Thu Mar 05 03:17:02 +0000 2020,@AngelaBelcamino Wow I really like your voter suppression dance
,35611,1.23448E+18,Mon Mar 02 13:58:40 +0000 2020,There's nothing the Democrats hate more than democracy. The Democratic party is trying to suppress the vote with Republicans. Democrats silence on this is deafening   Where is Stacy Abrams? Remember when she claimed she will fight voter suppression then she joined CAP?  https://t.co/X1uqY8g8iv
,123749,1.23523E+18,Wed Mar 04 16:00:27 +0000 2020,"@yangonomics @hionceagain @mwetzel7r @majesticalexis OP's point was even if it was a joke you're not supposed to make fun of voter suppression. But that doesn't characterize it, it's like saying a joke about enslaving white people is racist."
,125249,1.23524E+18,Wed Mar 04 16:15:12 +0000 2020,Funny how if you dig into the “voter suppression” stories just who and what money is behind that suppression.  But thanks for never having a complete news with facts story about it cnn it made the bullishit easier to ferret out.
,3878,1.23401E+18,Sun Mar 01 06:56:28 +0000 2020,@KareninCarolin1 @MichaelBurley @sandyHuggy @singerwithhorse @Lori51686859 @BrandonBeckham_ @realDonaldTrump Since when have Democrats ever cared about life? They are the party of death!! Any age. Any stage. Any reason. They kill babies in &amp; outside the womb. They are proponents for letting elders die. They fully embrace dead voters.
,239829,1.23641E+18,Sat Mar 07 22:04:33 +0000 2020,"@proustmalone @Zoemae31 Democrat vote period  Regardless of dem candidate otherwise why would you vote for trump???  No vote or third party vote with current voter suppression is a vote for trump   Which means rt wing supreme  court appointees,  all level of court judges If BS not elected he can work"
,232697,1.23627E+18,Sat Mar 07 12:42:00 +0000 2020,#YoureDamnRightI get angry when I witness election fraud/engineering/whatever you want to call it to favor one candidate over another. That is the death rattle of democracy! @BernieSanders @davidsirota @briebriejoy
,32477,1.23438E+18,Mon Mar 02 07:47:08 +0000 2020,The Fake Polls have to make an accomodation for the fake votes. https://t.co/JGkjbh3qlm @bbusa617 Polls don't matter..but voter fraud does. This is concerning... https://t.co/E6TBBG5nHP
,9614,1.23417E+18,Sun Mar 01 17:50:45 +0000 2020,@janetracker @amjoyshow @MichaelSteele A Republican who chaired the party while the white supremacists and right-wing wackos were taking it over and a POC who chaired GOP Southern Strategy and voter suppression. But they cut taxes.
,87847,1.23511E+18,Wed Mar 04 07:50:46 +0000 2020,LOL he was probably voted for by the Cali Dems who moved there OR voter fraud?? How on the face of this earth did Bernie win Texas?😳😬😬
,133773,1.23526E+18,Wed Mar 04 17:47:40 +0000 2020,"@Gator__ No, because it's easy for a white guy like you in your socioeconomic position to go elsewhere, no one else has any excuse, right? That's not you tacitly enabling voter suppression or demonstrating privilege, just you telling less fortunate strangers what their reality is."
,177919,1.2354E+18,Thu Mar 05 02:49:17 +0000 2020,"@SallyAlbright ""if there were no black people"" is why white politicians like voter suppression."
,230131,1.23616E+18,Sat Mar 07 05:08:46 +0000 2020,"@FuctupMike makes good fodder for the fake news to push another smoke screen to block their guilt from the public eye...fake Russia, fake Ukraine, fake fake fake... virus is designed to disrupt 2020 election...another form of democratic voter fraud."
,192198,1.23556E+18,Thu Mar 05 13:38:29 +0000 2020,"We can’t get complacent we gotta VOTE I made a pledge I’m taking 2 people with me. This is just as/more important than 2016 I truly think voter fraud and complacency are our biggest concern Well, @realDonaldTrump won #SuperTuesday. The numbers don't lie...  #IDoNotLikeJoeBiden @DonaldJTrumpJr @EricTrump @parscale @TeamTrump #TrumpWarRoom #MAGA2020 https://t.co/p5wxDghuuR"
,224678,1.23604E+18,Fri Mar 06 21:40:51 +0000 2020,"@AOC No way we have all those indictments for crimes against children and treason, election fraud, wire fraud ,embezzlement, stacked high!!! Death PENALTY stays. MILITARY TRIBUNALS FOR THE DEMON RATS. https://t.co/gL6xaY6VW6"
,239111,1.2364E+18,Sat Mar 07 21:09:27 +0000 2020,"Anyway, if you think I'm nuts, there's an HBO documentary from I believe 2006 that covers Black Box Voting, election fraud, and the Bush campaigns in 2000 and 2004.  This was a totally normal thing to discuss for non-ideologes/conservatives in the mid 2000's"
,116949,1.23522E+18,Wed Mar 04 14:55:04 +0000 2020,@hero_ofdreamers Weren't those polling areas in black places? Isn't it more of a rehearsal for the usual black voter suppression?
,195061,1.23558E+18,Thu Mar 05 15:03:20 +0000 2020,twatomi the china made gun pouch pants is calling California voters stupid. #Twatomi Are California voters stupid OR do we have a massive voter fraud and election integrity issue in this state? I’ll discuss my findings on @foxandfriends in 10 mins. https://t.co/wRjlKeKI0A
,227951,1.2361E+18,Sat Mar 07 01:41:23 +0000 2020,"Gut feeling: delegate chicanery, voter suppression will steal this from Bernie-but Biden won't make it to the general. I just don't see it-his faculties are declining fast. Trump voters who might've been inclined to switch will stick with Trump. Thanks @DNC you'll be two for two!"
,98453,1.23517E+18,Wed Mar 04 12:00:06 +0000 2020,@BibleBeltDarlin Donna should be arrested and should be kept life Long in prison for this voter fraud cheating.
,230355,1.23616E+18,Sat Mar 07 05:30:50 +0000 2020,"🙏 for our country and President Trump.  My concern is voter fraud supported by the Democrats. Bernie Sanders supporters are upset the Democrats are stealing the nomination from him.  I have news for the Bernie supporters.  They are doing this because they know his plans and philosophy’s are not just dangerous but unrealistic.  Don’t worry, @realDonaldTrump will win!"
,214030,1.23577E+18,Fri Mar 06 03:15:28 +0000 2020,@Harvard1988 @mzflea @MiaFarrow @realDonaldTrump Murder is the only form of voter suppression they haven’t tried yet.
,185395,1.23545E+18,Thu Mar 05 06:25:46 +0000 2020,"@erindavis Another Trump election strategy. Sympathize with Bernie Bros about rigged elections which will cause lower turnout, not voting for Biden and better chance of Trump winning. I hope Bernie says something to his crowds."
,179623,1.23541E+18,Thu Mar 05 03:25:39 +0000 2020,"@JohnCornyn Hey Senator, voting is a right that should be convenient and simple. The Republican party is well known for voter suppression."
,77978,1.23509E+18,Wed Mar 04 06:13:15 +0000 2020,"@John_Walton_ @Whatapityonyou @MSNBC Texas and the GOP are good at voter suppression. We already know that. Cali tho “the most progressive state in the country”, - is just as bad. This is a coordinated bipartisan effort to keep the working class from participating in elections, plain and simple. 🤢🤮"
,4385,1.23404E+18,Sun Mar 01 09:07:57 +0000 2020,"What good sportmanship did Najib show? The counting and announcement of vote counts were dragged till 3-4 am last GE, voter fraud and all. Used the blackout method on GE13.   So cheating = sportmanship now? 😚👌🏼 PH people have poor sportsmanship; zero respect for the referee when the final whistle has been blown and game over. Former PM @NajibRazak is a gentleman who accepted GE14 results &amp; stepped aside. Can u imagine if Najib tried to keep voting to add more votes for BN in GE14?"
,31633,1.23436E+18,Mon Mar 02 06:09:19 +0000 2020,"Mike fought for voting rights when Republicans tried voter suppression tactics in #tx10 in 2018, and took time out of his campaign to fight for Rodney Reed, who Texas was wrongfully trying to put to death. We need more activists like Mike in Congress! https://t.co/MZHRoMV4ZA"
,59778,1.23494E+18,Tue Mar 03 20:47:30 +0000 2020,wow voter suppression in a predominantly black neighborhood Poll workers in Dorchester say some voters are being asked to show IDs to access polling place. #MAPrimary #wcvb https://t.co/yrEKy12UhQ
,9253,1.23417E+18,Sun Mar 01 17:26:28 +0000 2020,@gtconway3d @realDonaldTrump Are you concerned that fox polls are rigged to cause voter suppression among dems by making them believe fox supporters don't believe trump will win? Creating a false narrative to placate voters and diminish need to vote?
,220157,1.23597E+18,Fri Mar 06 16:40:51 +0000 2020,"@jess_mc She thought it was sexist that people called Hillary out for doing the things men did, but better  I hated the men who did these things- voter suppression and supporting death for profit businesses. I supported one who hadn't  We never agreed, but we did come to understand(2/2)"
,53188,1.23477E+18,Tue Mar 03 09:15:15 +0000 2020,"@JoshuaEli23 @markbelmares @jimmy_dore @noreallyhowcome @MSNBC She's no threat to Bernie atm, and I don't mind having someone in the race to talk about election fraud, Assange, etc. if Bernie won't"
,179267,1.2354E+18,Thu Mar 05 03:18:23 +0000 2020,"@fdr_huey @progressvoice Oh yes, I agree with you re: the precedent. One such precedent might be declaring no term limits for president. He could increase voter suppression, particularly for POC. He could jail those who disagree with him. He could do anything. Unopposed power= the ultimate precedent."
,49378,1.23464E+18,Tue Mar 03 00:40:14 +0000 2020,Has Trump ever seen an election he didn't think was rigged? Paranoid charges of rigged elections is one of the Mobster Don's default conspiracy theories. Trump on Democratic primary: 'It's rigged against Bernie' https://t.co/pH41XS3JpV via @politico
,85249,1.2351E+18,Wed Mar 04 07:14:50 +0000 2020,@christofspieler This is voter suppression. Someone should be in prison for this
,170651,1.23536E+18,Thu Mar 05 00:41:09 +0000 2020,@Ehud1977 @RyanAFournier Okay. How about this; there are more people killed by falling coconuts every year than there are people committing voter fraud.
,23473,1.23426E+18,Sun Mar 01 23:51:07 +0000 2020,@RichardBurgon Oh rot. Your English's vote rigging...
,51496,1.23469E+18,Tue Mar 03 03:54:26 +0000 2020,"Russia, Comey, racism, and voter suppression had some things to say too Biden ain’t it. I think the man is a great speech maker too, when he’s not under pressure. But his platform is literally “We’ll go back to how it used to be!”  Y’all, “how it used to be” is what got us Trump. I know people insist it was voter apathy/3rd Party voting, BEHT WHY THO"
,191143,1.23555E+18,Thu Mar 05 13:01:26 +0000 2020,"@taurl_ @Pseudosaurus @DrakeCarrington This stance is confusing given that Biden polls as well, if not better with many of the subgroups most heavily impacted by voter suppression (e.g., Black, working class White, etc.)."
,136742,1.23527E+18,Wed Mar 04 18:20:12 +0000 2020,"@CornellWBrooks a little voting fraud once again I'm sure...  well, the good news is that voters will end up with another tax break from 2020 going forward when @realDonaldTrump wins in a landslide https://t.co/vUhMfiUtB8"
,216996,1.23586E+18,Fri Mar 06 09:48:57 +0000 2020,What is being done about ‘voter fraud’ before the 2020 elections? Does anybody know? I’m sure many of us would like to know... Voter Fraud. This is what we have to deal with. They will ramp it up ahead of Novembers election...670 Ballots Cast in Georgia Precinct with 276 Voters https://t.co/zIzQds0cOf via @BreitbartNews
,167867,1.23535E+18,Thu Mar 05 00:00:19 +0000 2020,@annalieCG @CHIZMAGA So you send me a probably liberal schools writing about voter suppression  as some proof of Russia interference?? How many Russians came here and voted in our elections??? How many Russian votes were found in 2016?
,173947,1.23538E+18,Thu Mar 05 01:37:07 +0000 2020,"@QasimRashid @LovenGrace58 You’re a not telling the truth  @QasimRashid 🤥 No voter suppression, many poll workers didn’t show up in Texas because of the fear of the corona virus. #FakeNews #StopTheFearMongering"
,211449,1.23573E+18,Fri Mar 06 00:47:49 +0000 2020,"@marceelias @TheDemocrats Lol @ voter suppression...  Another fake ass talking point from the Democrats.  Voting is easy. You register, you vote."
,187507,1.2355E+18,Thu Mar 05 09:19:21 +0000 2020,"@hastyreaction @DarrickHamilton @shaunking Thanks for this. I am thinking of the rise of autocracy and increase in white nationalist terrorism, the new Jim Crow, increased voter suppression, Supreme court gutting of the voting rights act, etc. But, the statement I made should be more specific and less sweeping."
,62041,1.23498E+18,Tue Mar 03 23:06:36 +0000 2020,"@MamataOfficial has gone mad, she needs a bed in Dhaka Asylum! Please hurry up. Send her to Dhaka as all Indians in WB are Bangladeshi. @ihcdhaka @BangladeshGov please take good care of this old communist who killed all jobs in India for her illegal vote bank. @Republic_Bharat दीदी @MamataOfficial ,आदाब🙏 पाकिस्तान, सीरिया,ईराक़ में भी आपका बहुत बड़ा वोट बैंक है,उनको लाकर बंगाल में कब बसा रही हो ?? वोटों के लिये आप लोग देश को भी बेच दोगे"
,119471,1.23522E+18,Wed Mar 04 15:17:24 +0000 2020,@MSignorile We need Bloomberg &amp; Steyer to:  Help stop voter suppression  Get voters to their voting place when suppression is happening  Blast the airwaves with anti tRump ads  Go on news shows &amp; show the voter suppression in real time  #VOTEBLUENOMATTERWHO up &amp; down the ballot
,97527,1.23517E+18,Wed Mar 04 11:45:58 +0000 2020,@RMpodol Last year 1500 political protesters were murdered by the Iranian government... if you want to talk about voter suppression
,29986,1.23433E+18,Mon Mar 02 04:09:47 +0000 2020,I'm a #SuperTuesday  voter! I'm voting for @JoeBiden here in Tennessee! Who are you voting for? Please put your state!
,104309,1.23519E+18,Wed Mar 04 13:05:48 +0000 2020,"If for some reason Trump loses. It’s his own fault for not doing anything about voter fraud and voter ID’s. It’s a fact it habbened, because of Tom Fitton and nothing was done. Does anybody else find it curious that Joe Biden, who hadn't won a single primary over 3 presidential bids is now surging after Democrats engineered Pete Buttigieg and Amy Klobuchar's departure from the race? Joe was completely expected to win SC. But this is unprecedented."
,122360,1.23523E+18,Wed Mar 04 15:45:46 +0000 2020,@TXsecofstate You and your ilk are engaging in blatant voter suppression.  For shame.  Shame on you and all the people who helped do this.
,152798,1.2353E+18,Wed Mar 04 20:39:49 +0000 2020,"Civic duty is so unwoke. Who is doing this terrible voter suppression that made everyone, young and old, wait on lines all over Texas to vote in the Dem primary?"
,228677,1.23612E+18,Sat Mar 07 02:53:05 +0000 2020,"By having Obama and literally every other candidate and neolib hack intervene the day before Super Tuesday, along with voter suppression and VERY suspicious divergence of vote totals from exit polling, the DNC has entered its death ride aboard the Biden Express. The Bernie Brothers sounds like the name of a band that plays at boutique concert venues"
,48572,1.23462E+18,Mon Mar 02 23:41:21 +0000 2020,"@McArtichoke Truth be told, it's almost definite that she voted for him unless her Whip told her he'd win anyway.  Truth be told, her party's complicity in massive election fraud is tantamount to her voting many, many times for the old tsar. Nothing coy about these truths."
,114100,1.23521E+18,Wed Mar 04 14:31:42 +0000 2020,This could be a Republican voter suppression tweet.I see these all the time on progressive news sites don’t be this fucking stupid https://t.co/zb2Tm75bRc
,56533,1.23489E+18,Tue Mar 03 17:33:02 +0000 2020,I'm a mailman in california and I can't wait to do voter fraud and make thousands of people vote for Bernie❤️
,119524,1.23522E+18,Wed Mar 04 15:17:51 +0000 2020,We need Bloomberg &amp; Steyer to:  Help stop voter suppression  Get voters to their voting place when suppression is happening  Blast the airwaves with anti tRump ads  Go on news shows &amp; show the voter suppression in real time  #VOTEBLUENOMATTERWHO up &amp; down the ballot Bloomberg drops out https://t.co/foIh7arg95
,209477,1.2357E+18,Thu Mar 05 23:10:59 +0000 2020,@ArifIPromise @babaosamie @TulsiGabbard We need election integrity Who has legislation for that? (Tulsi)  We need to fight climate destruction Who has legislation for that? (Tulsi)  We need to stop WW3 and make peace.  Who wants to bring leaders together? (Tulsi) Who hasnt repeated CIA TP? (Tulsi)
,233349,1.23629E+18,Sat Mar 07 14:05:53 +0000 2020,@berniebroette @Nudiustertian2 @ewarren @maddow PS- report the shit out of this. It’s a death threat and political voter suppression
,5549,1.2341E+18,Sun Mar 01 12:56:30 +0000 2020,"@joncoopertweets @BernieSanders “Too many black voters?” berners want black voter suppression, just like trumpers. Talk about birds of a feather.   #bernieEqualstrump"
,228862,1.23613E+18,Sat Mar 07 03:15:03 +0000 2020,"@whachumacallsit @VickiVictrola @RastaRafikii @GuptaThoughts @sweeptehleg @GravelInstitute By voter suppression you mean how red states gerrymandered the districts to death so the GOP would remain in power, right? Because accusing the “establishment” of an old man yelling at clouds not being able to convince moderates to vote for him is another Russian talking point."
,92674,1.23514E+18,Wed Mar 04 09:40:56 +0000 2020,"Between them and illegals you can be assured the 2020 election will have massive voter fraud. POTUS needs to sign an executive order for only written votes, if not both sides are going to claim victory and we'll have another 4yrs of hussy fits from the left I wonder how many dead people voted Democrat tonight? 🤔"
,95338,1.23516E+18,Wed Mar 04 11:04:40 +0000 2020,"Why do @TheDemocrats @DNC pretend that we actually get a say? They just rigged election, it's impossible that @JoeBiden got that many votes! @realDonaldTrump #M4A #Rigged #RiggedElection #CorruptDemocrats #CorruptDNC #BernieOrBust #BernieSanders #Bernie2020 #BernieBros #BernieBro https://t.co/QOJz3DuBh2"
,207630,1.23569E+18,Thu Mar 05 22:02:59 +0000 2020,"Justice Roberts has slowly been reducing democracy. Corporations are people, there are no signs of voter suppression anymore and it’s ok to gerrymander. This is a Supreme Court that protects our constitution and liberty ? No way. It’s a capitalist corporation https://t.co/nExkoOFUk4 Justice Roberts objects to Schumer's statement against 2 right-wing justices Quiet as a FUCKING church mouse about Trump*'s attacks on 2 liberal justices No more talk about him being fair That fucks in on the coup OR he's scared of Trump* which makes him a pussy ass bitch LMFAO"
,56860,1.2349E+18,Tue Mar 03 17:48:26 +0000 2020,"Fox Entertainment, not news, is promotion immigration fraud, so tRump can declare election fraud.  The fraud was disproved four yrs. ago, you are fear mongering at it's worst, FOX idiots.  Never news, only fear."
,163104,1.23534E+18,Wed Mar 04 22:46:58 +0000 2020,"The 15th Amendment was designed to protect citizens from being denied the right to vote. Despite attempts at voter suppression in Texas, Hervis &amp; his wife would NOT be denied. I salute you both! @maddow Completely unacceptable. This is what voter suppression looks like. We are long overdue for a modern-day Voting Rights Act."
,75121,1.23508E+18,Wed Mar 04 05:53:47 +0000 2020,@GarrettHaake There is no voter suppression. The local Harris County DNC office determines how many voter booths are located at each polling location. These voters were failed by their own party. Remember Iowa?
,236788,1.23635E+18,Sat Mar 07 18:03:59 +0000 2020,@Jennyjen867 @RONCRAIN54 Voter fraud in the form of illegal aliens &amp; the dead voting are the biggest threats to our elections. We should have systems in place when a certified death certificate is authorized your name come off the voting rolls immediately. Voter IDS will minimize the illegal vote.
,218519,1.23593E+18,Fri Mar 06 14:00:12 +0000 2020,"This is voter intimidation. Peruse my threads for 100s of neoliberals using voter intimidation tactics.   I've been abused, insulted and told to fuck off and kill myself for stating that since I am not a Democrat I will never vote for Biden.   #VoterSuppression   @ACLU @fvkntk @teddy_cat1 @DavidAgStone @BrenMCO @ProudResister @JoeBiden @BernieSanders This isn’t just about 4 more years with the moron in the White House. His erosion of the institution, undermining of the free press and use of DoJ and senate as partisan tools erode the fabric of the republic. But hey, we’re all Trump supporters to you right?"
,174972,1.23538E+18,Thu Mar 05 01:55:41 +0000 2020,"I agree! Voters in Black areas were subject 2 voter suppression while voters at the highest voting poll, the Met, didn’t have 2 wait a quarter of that time &amp; were treated 2 snacks &amp; water while they waited! I’m a witness! It’s hell 2 be a Black voter in Harris County! Forcing people to wait in line for 7 hours to vote is essentially imposing a poll tax as it requires workers to take off the entire day to exercise their constitutional right. I’d be curious how many voters in wealthy, white areas had to wait this long."
,135814,1.23527E+18,Wed Mar 04 18:10:33 +0000 2020,@RacerGuy13 I’d like to see a security team wheelchair Trump out of the White House as he screaming “rigged election!”
,206605,1.23568E+18,Thu Mar 05 21:25:59 +0000 2020,@SnarkyMi @colliver_jim @KamalaHarris 🤣🤣🤣Long lines are not voter suppression no matter how many times you post the crap headline from @cnn. We had extremely long lines in the Democrat supermajority of California.
,69378,1.23507E+18,Wed Mar 04 05:14:43 +0000 2020,@ScottWalker @JoeBiden The guy who went on a fake search for non existent illegal voters thinks he has something worthwhile to say🙄
,154642,1.23531E+18,Wed Mar 04 21:00:26 +0000 2020,"@RantsByDesign @FoxyLeftist @ProudResister Thank you for your replies. While I'm aware of voter suppression in many arenas and by many methods, I wasn't aware of how much this impacted voter turnout among the younger crowd.  We're in a heck of a predicament, and much activism is required."
,62258,1.23498E+18,Tue Mar 03 23:16:14 +0000 2020,"@Fox_Newds @ibrahimpols @matthewstoller Trump didn't win. Gerrymandering, voter suppression, fraud and the manipulation of social media won."
,214295,1.23577E+18,Fri Mar 06 03:36:18 +0000 2020,y’all calling america land of the free when voter suppression is RIGHT THERE
,19240,1.23424E+18,Sun Mar 01 22:14:06 +0000 2020,"@JulieReichwein1 If Sanders makes it into the White House, voter fraud will be the culprit"
,109323,1.2352E+18,Wed Mar 04 13:50:10 +0000 2020,"Lines like what we saw in Texas and California last night are 100% voter suppression. Polling places closing in neighborhoods that are predominantly poor, PoC, or young (e.g. College campuses) is an intentional act to favor DNC establishment candidates like Biden"
,116073,1.23522E+18,Wed Mar 04 14:47:34 +0000 2020,"#p2 #tlot #resisters #voteblue #uniteblue #democrats2020 #fbr #nevertrump #bluewave2020 #biden2020 #bidenharris2020 #ridenwithbiden @dnc @thedemocrats   NO #RiggedPrimary it's Trump trying to #CheattoWin again Don't fall for the Russian propaganda hashtag #RiggedPrimary.  It was created by Russian bots &amp; Trump supporters to make Democrats question the DNC and election integrity.  The GOP will do anything to win, and that includes working with Russia on stupid hashtags."
